county_state,latitude,longitude,deaths_per_100K,cluster_num,Reg_Avg_Deaths_per_100K
"Charles Mix County, South Dakota",43.21,-98.59,0.0,270,1.984757065735154
"Clark County, South Dakota",44.86,-97.73,0.0,274,12.674594541003811
"Clay County, South Dakota",42.92,-96.97,0.0,170,0.8766546857192952
"Codington County, South Dakota",44.98,-97.18,0.0,274,12.674594541003811
"Corson County, South Dakota",45.72,-101.18,0.0,13,1.9396004787013446
"Custer County, South Dakota",43.68,-103.46,0.0,82,5.995057552914342
"Davison County, South Dakota",43.68,-98.16,5.056890012642225,61,25.641174495458223
"Day County, South Dakota",45.37,-97.61,0.0,253,6.187513867127096
"Deuel County, South Dakota",44.76,-96.67,0.0,274,12.674594541003811
"Dewey County, South Dakota",45.16,-100.88,0.0,189,11.43999048361628
"Douglas County, South Dakota",43.39,-98.36,0.0,270,1.984757065735154
"Edmunds County, South Dakota",45.41,-99.21,0.0,189,11.43999048361628
"Fall River County, South Dakota",43.25,-103.52,0.0,237,1.175613082222379
"Faulk County, South Dakota",45.07,-99.15,43.49717268377555,189,11.43999048361628
"Grant County, South Dakota",45.17,-96.77,0.0,6,7.771855943176362
"Gregory County, South Dakota",43.2,-99.18,0.0,270,1.984757065735154
"Haakon County, South Dakota",44.3,-101.53,0.0,107,12.13784510347614
"Hamlin County, South Dakota",44.68,-97.2,0.0,274,12.674594541003811
"Hand County, South Dakota",44.55,-99.0,0.0,61,25.641174495458223
"Hanson County, South Dakota",43.66,-97.79,0.0,170,0.8766546857192952
"Hughes County, South Dakota",44.39,-99.99,11.411617026132603,107,12.13784510347614
"Hutchinson County, South Dakota",43.34,-97.75,0.0,170,0.8766546857192952
"Hyde County, South Dakota",44.55,-99.48,0.0,61,25.641174495458223
"Jackson County, South Dakota",43.7,-101.64,29.904306220095695,107,12.13784510347614
"Jerauld County, South Dakota",44.06,-98.62,49.67709885742673,61,25.641174495458223
"Jones County, South Dakota",43.95,-100.69,0.0,107,12.13784510347614
"Kingsbury County, South Dakota",44.37,-97.49,0.0,274,12.674594541003811
"Lake County, South Dakota",44.02,-97.12,15.628662967883098,274,12.674594541003811
"Lawrence County, South Dakota",44.36,-103.79,0.0,82,5.995057552914342
"Lincoln County, South Dakota",43.28,-96.72,3.2718230598089253,116,40.7722888069608
"Lyman County, South Dakota",43.9,-99.85,52.89605924358635,107,12.13784510347614
"McCook County, South Dakota",43.67,-97.36,17.90189760114572,274,12.674594541003811
"McPherson County, South Dakota",45.77,-99.22,0.0,189,11.43999048361628
"Marshall County, South Dakota",45.76,-97.6,0.0,253,6.187513867127096
"Meade County, South Dakota",44.57,-102.71,3.5295778624876464,82,5.995057552914342
"Mellette County, South Dakota",43.58,-100.76,0.0,107,12.13784510347614
"Miner County, South Dakota",44.02,-97.61,0.0,274,12.674594541003811
"Minnehaha County, South Dakota",43.68,-96.79,32.61983907546056,274,12.674594541003811
"Moody County, South Dakota",44.02,-96.67,0.0,274,12.674594541003811
"Oglala Lakota County, South Dakota",43.33,-102.55,7.0536784933342735,237,1.175613082222379
"Pennington County, South Dakota",44.01,-102.82,22.85212041309602,82,5.995057552914342
"Perkins County, South Dakota",45.5,-102.48,0.0,13,1.9396004787013446
"Potter County, South Dakota",45.06,-99.95,0.0,189,11.43999048361628
"Roberts County, South Dakota",45.62,-96.95,9.620935154897056,6,7.771855943176362
"Sanborn County, South Dakota",44.03,-98.09,0.0,61,25.641174495458223
"Spink County, South Dakota",44.94,-98.35,0.0,61,25.641174495458223
